partake, https://partakefoods.com
allbirds, https://www.allbirds.co.uk
manitobah, https://www.manitobah.com/
blkandbold, https://blkandbold.com/
tofino, https://tofinosoapcompany.com/
vervecoffee, https://www.vervecoffee.com/
